gene_id,score
Os09g0484300,0.017091864682642992
Os02g0736800,0.009374856739920442
Os04g0416400,0.009193624298149695
Os08g0504600,0.008017203720088012
Os04g0472400,0.007453953274105945
Os04g0339800,0.006370534377134798
Os02g0710900,0.006319323505809042
Os11g0696600,0.006097957320090764
Os06g0679800,0.0057470363252945635
Os05g0181000,0.005685769446784897
Os02g0708600,0.005489826736575527
Os07g0688300,0.005438515110878692
Os01g0884500,0.005389999841872573
Os05g0392050,0.005084721685744321
Os05g0392000,0.005054614438803015
Os04g0661900,0.004020085966036082
Os03g0729700,0.0035743511564567533
Os01g0314700,0.0035177947546000884
Os04g0271000,0.0034880957346787953
Os03g0728600,0.0033901468392803953
Os01g0616300,0.003181593977352385
Os01g0616333,0.003181593977352385
Os05g0210600,0.0031732193378737465
Os07g0129600,0.002960986001846564
Os03g0554950,0.002950785855525219
Os09g0515400,0.002936263588594952
Os08g0379300,0.002929390196140849
Os04g0600000,0.0029119656496107565
Os01g0972900,0.002884411682540916
Os03g0554900,0.00283641605962152
Os06g0173100,0.0028336127141355668
Os09g0242300,0.002756730766244059
Os05g0524300,0.0025338511626249826
Os06g0728600,0.002507115860090078
Os02g0782800,0.002500068756725865
Os11g0615250,0.002399281392350254
Os02g0101700,0.0023835715132078956
Os07g0114400,0.0023834087389030096
Os01g0555200,0.002336187234850225
Os02g0784100,0.002335631902261724
Os03g0311300,0.0023265964764833612
Os09g0544500,0.00230003763018681
Os06g0255200,0.0022414726195365553
Os02g0152700,0.002214886797996839
Os02g0514700,0.0021849379362790375
Os05g0497150,0.002131058712847602
Os02g0329300,0.0020776720588647642
Os02g0281000,0.002005672422271132
Os07g0559400,0.0019354703706600319
Os01g0861900,0.0019342294359211735
Os05g0486600,0.0018479050714628642
Os08g0113800,0.0018454274526320692
Os08g0526350,0.0018434288626237646
Os04g0118900,0.0018355355341060694
Os04g0300600,0.0018329824264852715
Os08g0347500,0.0018285240382050394
Os05g0512000,0.0018256748564259588
Os01g0635400,0.0017557226639689416
Os11g0104866,0.0017488366889879476
Os12g0104766,0.0017488366889879476
Os05g0556700,0.0017403972009508708
Os02g0161900,0.0017310310981703866
Os10g0394100,0.0017224112212300689
Os08g0128300,0.0016931610253815299
Os01g0614900,0.0016854451192563089
Os05g0144000,0.0016790937463746181
Os05g0365000,0.0016618090400492302
Os08g0468400,0.0016585197219416512
Os04g0409500,0.001637597760069629
Os03g0332500,0.0015807724021301567
Os09g0442400,0.0015741109466006317
Os06g0521000,0.0015634778886074942
Os04g0280200,0.0015408795654669944
Os06g0298400,0.0015328138722904836
Os03g0382350,0.0015249802851013481
Os01g0695100,0.001521126963672102
Os03g0814600,0.0014986502050136129
Os04g0589400,0.001493880684347472
Os05g0147400,0.0014857658940682316
Os01g0748000,0.0014668313873870272
Os04g0580400,0.0014430457184736664
Os01g0685500,0.0014407500887515478
Os08g0414200,0.0014189074497757371
Os04g0429200,0.0014166288489730254
Os01g0532800,0.0014041495997803909
Os06g0267600,0.0013800570762177158
Os09g0371800,0.0013629602492226719
Os04g0105000,0.0013623619170482053
Os06g0275250,0.0013579097418451689
Os01g0737300,0.001354593624326478
Os06g0622500,0.0013539973311695553
Os10g0214132,0.0013531994048234155
Os01g0711100,0.0013530914354610629
Os01g0109300,0.0013442571836863961
Os01g0763200,0.0013344009883891085
Os01g0363600,0.00130033757396496
Os04g0681950,0.0012986612848054982
Os01g0364436,0.0012921561093246945
Os08g0177800,0.001284060521179895
Os10g0457700,0.001276705012889644
